facility_name,address,city,state,zip_code,phone_number,facility_type,type_of_care,regulation_status,capacity,serves_dhs_children,head_start,relief_nursery,qris_stars,location,lon,lat
,923 S Palmetto St,Cornelius,OR,97113,5033599697,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"923 S Palmetto St Cornelius, OR 97113",-123.0618898,45.5084039
In His Hands Child Care,1070 NW 176th Ave,Beaverton,OR,97006,5036174878,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,2,"1070 NW 176th Ave Beaverton, OR 97006",-122.8573691,45.5271778
Kristy's Playstation,3065 SW 178th Ave,Aloha,OR,97003-4439,5036493705,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"3065 SW 178th Ave Aloha, OR 97003-4439",-122.8608524,45.49770410000001
Growing With Pride Learning Centers,20230 SW Boones Ferry Rd,Tualatin,OR,97062,5036923675,Center,Regulated  Center (not HS),Certified,30,Yes,No,No,2,"20230 SW Boones Ferry Rd Tualatin, OR 97062",-122.7684051,45.37366550000001
YMCA - Alberta Rider Elementary,14850 SW 132nd Ter,Tigard,OR,97224,5038494081,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,3,"14850 SW 132nd Ter Tigard, OR 97224",-122.8122381,45.4130745
,8311 SW Chelan St,Tualatin,OR,97062,5036923497,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"8311 SW Chelan St Tualatin, OR 97062",-122.7623674,45.3710377
JoAnna's Family Daycare & Preschool,9033 SW Westlund Ct,Tigard,OR,97224,5035983935,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"9033 SW Westlund Ct Tigard, OR 97224",-122.7691866,45.4109996
Little Feet Childcare LLC,10477 SW Riverwood LN,Tigard,OR,97224,5036798539,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,2,"10477 SW Riverwood LN Tigard, OR 97224",-122.7848749,45.400288
Lil' Half Pints Preschool & Childcare,22251 SW Orland St,Sherwood,OR,97140,5036255010,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"22251 SW Orland St Sherwood, OR 97140",-122.8287376,45.3590032
Kids in Bloom,8385 SW Fanno Creek Dr,Tigard,OR,97224,5033729131,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"8385 SW Fanno Creek Dr Tigard, OR 97224",-122.7632583,45.4176255
Chickadee Montessori LLC,10175 NW Leahy Rd,Portland,OR,97229,5037063124,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,3,"10175 NW Leahy Rd Portland, OR 97229",-122.7814369,45.5233518
KCE Champions - Hiteon,13800 SW Brockman St,Beaverton,OR,97008,5038968514,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,NA,"13800 SW Brockman St Beaverton, OR 97008",-122.8192587,45.4540082
Circle of Angels Daycare,11344 SW Cottonwood Ln,Tigard,OR,97223,5036843199,Certified,Regulated Family Child Care Home,Certified,7,Unknown,No,No,NA,"11344 SW Cottonwood Ln Tigard, OR 97223",-122.7951716,45.4417692
,6275 SE Goboes Ct,Hillsboro,OR,97123,5033304670,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"6275 SE Goboes Ct Hillsboro, OR 97123",-122.9176248,45.5067531
,2822 Maywood Dr,Forest Grove,OR,97116,5033595039,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"2822 Maywood Dr Forest Grove, OR 97116",-123.0973859,45.5219852
Twinkle Star Daycare,4015 SW 198th Ave,Aloha,OR,97007,5036491568,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"4015 SW 198th Ave Aloha, OR 97007",-122.8816971,45.4907644
YMCA - Farmington View,8300 SW Hillsboro Hwy,Hillsboro,OR,97123,5035724128,Center,Regulated  Center (not HS),Certified,15,Unknown,No,No,2,"8300 SW Hillsboro Hwy Hillsboro, OR 97123",-122.991364,45.4602718
Tres Hermanos,19672 SW 67th Ave,Tualatin,OR,97062,9714002849,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"19672 SW 67th Ave Tualatin, OR 97062",-122.7469079,45.3775073
The Wonder Years Learning Center,9975 SW Denney Rd,Beaverton,OR,97008,9712190643,Center,Regulated  Center (not HS),Certified,18,Yes,No,No,NA,"9975 SW Denney Rd Beaverton, OR 97008",-122.7792931,45.4695751
Laughter and Love Daycare,8275 SW 85th Ave,Portland,OR,97223-6906,5037478612,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"8275 SW 85th Ave Portland, OR 97223-6906",-122.7640845,45.4601342
Bee Bops Little House LLC/Busy Bees,8855 SW Omara St,Tigard,OR,97223,5037477194,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"8855 SW Omara St Tigard, OR 97223",-122.7680838,45.42231
Rachel Flaig's Daycare,916 NW Connell Ave,Hillsboro,OR,97124,5039975769,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,NA,"916 NW Connell Ave Hillsboro, OR 97124",-122.9925465,45.5313104
Knowledge Beginnings - Hillsboro 0601,3585 NW 215th Ave,Hillsboro,OR,97124,5036141141,Center,Regulated  Center (not HS),Certified,163,Yes,No,No,2,"3585 NW 215th Ave Hillsboro, OR 97124",-122.8983832,45.5458126
,15029 SW Hazelcrest Ter,Tigard,OR,97224,5034316898,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,NA,"15029 SW Hazelcrest Ter Tigard, OR 97224",-122.8104554,45.4110029
Happy Hearts,20685 SW Siletz Ct,Tualatin,OR,97062,5033498701,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"20685 SW Siletz Ct Tualatin, OR 97062",-122.7707693,45.3698097
,3306 Main St,Forest Grove,OR,97116,5033577508,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"3306 Main St Forest Grove, OR 97116",-123.1118068,45.5358399
Linda's Family Child Care,20680 SW 90th Ave,Tualatin,OR,97062,5037812282,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"20680 SW 90th Ave Tualatin, OR 97062",-122.7688542,45.3704671
KinderCare Learning Center - Cedar Hills 1699,165 SW Cedar Hills Blvd,Portland,OR,97225,5036416758,Center,Regulated  Center (not HS),Certified,170,Yes,No,No,NA,"165 SW Cedar Hills Blvd Portland, OR 97225",-122.7918484,45.5188753
Forbes Childcare & Preschool,7825 SW Green Ln,Beaverton,OR,97008,5033293382,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"7825 SW Green Ln Beaverton, OR 97008",-122.8043689,45.4636349
Hawthorn Farm Learning Years Inc,5051 NE Elam Young Pkwy,Hillsboro,OR,97124,5036488547,Center,Regulated  Center (not HS),Certified,130,Yes,No,No,NA,"5051 NE Elam Young Pkwy Hillsboro, OR 97124",-122.931852,45.5323464
Community Action Head Start - Tualatin Elementary School,20405 SW 95th Ave,Tualatin,OR,97062,5035727194,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5,"20405 SW 95th Ave Tualatin, OR 97062",-122.776227,45.37238840000001
Adventure Learning,1615 SE Alder St,Hillsboro,OR,97123-4925,9717329910,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"1615 SE Alder St Hillsboro, OR 97123-4925",-122.9662079,45.5136577
,18755 SW 90th Ave Apt 417,Tualatin,OR,97062-7564,5039270045,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"18755 SW 90th Ave Apt 417 Tualatin, OR 97062-7564",-122.7729354,45.38421049999999
Happy Hollow Children's Center,4455 SW 99th Ave,Beaverton,OR,97005,5036463214,Center,Regulated  Center (not HS),Certified,61,Unknown,No,No,3,"4455 SW 99th Ave Beaverton, OR 97005",-122.7789148,45.4880234
Jen's Little Hands Daycare,3831 NE Brogden St,Hillsboro,OR,97124,5037477782,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,NA,"3831 NE Brogden St Hillsboro, OR 97124",-122.94254,45.5244989
Petites Child Care,23077 SW Main St Unit 29,Sherwood,OR,97140-6313,9712185068,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"23077 SW Main St Unit 29 Sherwood, OR 97140-6313",-122.8429241,45.3523294
Nellie's Daycare,1736 NE 2nd Ave,Hillsboro,OR,97124,5036088381,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,NA,"1736 NE 2nd Ave Hillsboro, OR 97124",-122.9919966,45.5372369
,2954 SE Blue Bird Dr,Hillsboro,OR,97123-8373,9718049857,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"2954 SE Blue Bird Dr Hillsboro, OR 97123-8373",-122.9599288,45.4973211
Hearts For Children,10785 NW Glencoe Rd,North Plains,OR,97133,5036475269,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"10785 NW Glencoe Rd North Plains, OR 97133",-122.9931436,45.5982838
Natural Learning Preschool and Childcare,1833 SE 53rd Ave,Hillsboro,OR,97123,5036804896,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,NA,"1833 SE 53rd Ave Hillsboro, OR 97123",-122.9288398,45.5055099
Little Hands/Pequenas Manos Bilingual Educational Care,280 NW 181st Ave,Beaverton,OR,97006,5036455168,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,5,"280 NW 181st Ave Beaverton, OR 97006",-122.8632467,45.5218638
Chiva,94 SW 147th Pl,Beaverton,OR,97006,5035477984,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,NA,"94 SW 147th Pl Beaverton, OR 97006",-122.8278287,45.51901609999999
Crocodile Kids Preschool & Child Care,16995 SW Ivy Glenn St,Beaverton,OR,97007,5039971124,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,NA,"16995 SW Ivy Glenn St Beaverton, OR 97007",-122.8514718,45.472936
Vermont Hills - Butternut Creek Elementary,20395 SW Florence St,Aloha,OR,97007,5034150618,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2,"20395 SW Florence St Aloha, OR 97007",-122.887595,45.486929
Horizon Learning Center,23370 SW Boones Ferry Rd,Tualatin,OR,97062,5036911054,Center,Regulated  Center (not HS),Certified,85,Yes,No,No,NA,"23370 SW Boones Ferry Rd Tualatin, OR 97062",-122.770792,45.3507567
The Briar Patch,11805 SW Robbins Dr,Beaverton,OR,97008,5035243334,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,NA,"11805 SW Robbins Dr Beaverton, OR 97008",-122.7982972,45.4510495
,930 NE 21st Ave,Hillsboro,OR,97124,5036481284,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"930 NE 21st Ave Hillsboro, OR 97124",-122.9606021,45.5311574
Kids Incorporated Learning Center 3,1771 SE Minter Bridge Rd,Hillsboro,OR,97123,5036812273,Center,Regulated  Center (not HS),Certified,116,Yes,No,No,NA,"1771 SE Minter Bridge Rd Hillsboro, OR 97123",-122.961902,45.5066549
Bonita Road Learning Tree,14440 SW Milton Ct,Tigard,OR,97224,5036843772,Center,Regulated  Center (not HS),Certified,88,Yes,No,No,NA,"14440 SW Milton Ct Tigard, OR 97224",-122.7529354,45.4154688
"Child and Family Development Programs, CAT - Clatskanie Head Start Center",365 SW High School Dr,Clatskanie,OR,97016,5037282940,Center,Head Start/Early HS,Certified,36,Unknown,Yes,No,5,"365 SW High School Dr Clatskanie, OR 97016",-123.211265,46.1014242
YMCA - Lenox Elementary School,21200 NW Rock Creek Blvd,Portland,OR,97229,5038492173,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,2,"21200 NW Rock Creek Blvd Portland, OR 97229",-122.893941,45.5580824
,17846 SW Barcelona Ln,Beaverton,OR,97007,5035152770,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"17846 SW Barcelona Ln Beaverton, OR 97007",-122.8600249,45.47042099999999
,7425 SE Hacienda St,HIllsboro,OR,97123,5037181329,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"7425 SE Hacienda St HIllsboro, OR 97123",-122.9049371,45.5052612
,280 SE 12th Ave Apt B204,Hillsboro,OR,97123-4385,5038474572,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,3,"280 SE 12th Ave Apt B204 Hillsboro, OR 97123-4385",-122.9690158,45.52013549999999
Candi Swan's Happy Kids,12475 SW Hart Rd,Beaverton,OR,97008,5033170628,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,NA,"12475 SW Hart Rd Beaverton, OR 97008",-122.805266,45.4670847
Kathy's Home Daycare,1892 SE 60th Ave,Hillsboro,OR,97123,5035918598,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"1892 SE 60th Ave Hillsboro, OR 97123",-122.9208002,45.5056842
KCE Champions - Cooper Mountain,7670 SW 170th Ave,Beaverton,OR,97007,5038482230,Center,Regulated  Center (not HS),Certified,50,Unknown,No,No,NA,"7670 SW 170th Ave Beaverton, OR 97007",-122.8510227,45.4643054
"Triple C Education, LLC dba Young Learners Preschool & Kindergarten",1800 NW 169th Place Ste C100,Beaverton,OR,97006-7362,5036459292,Center,Exempt Center,Recorded,103,Unknown,No,No,NA,"1800 NW 169th Place Ste C100 Beaverton, OR 97006-7362",-122.8508058,45.5326511
Denise's Daycare,32933 NW Peak Rd,Scappoose,OR,97056,5035435586,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"32933 NW Peak Rd Scappoose, OR 97056",-122.8893916,45.7629146
Aunt Sandy's Daycare,18060 SW Jay St,Aloha,OR,97006,5035911166,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,NA,"18060 SW Jay St Aloha, OR 97006",-122.8628207,45.5097184
Morning Star Child Care,10245 NW Royal Rose Ct,Portland,OR,97229,5032979593,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,NA,"10245 NW Royal Rose Ct Portland, OR 97229",-122.782775,45.5296054
Taylord4kidz Christian Education,1170 SW 170th Ave Unit 100,Beaverton,OR,97003-9033,5035152258,Center,Exempt Center,Recorded,5,Unknown,No,No,NA,"1170 SW 170th Ave Unit 100 Beaverton, OR 97003-9033",-122.8509852,45.5113889
Taylord4kidz Christian Education,1170 SW 170th Ave Unit 100,Beaverton,OR,97003-9033,5035152258,Center,Exempt Center,Recorded,5,Unknown,No,No,NA,"1170 SW 170th Ave Unit 100 Beaverton, OR 97003-9033",-122.8509852,45.5113889
Smartie Pants Preschool,20584 SW Rosa Dr,Beaverton,OR,97078-1032,5038482709,Center,Exempt Center,Recorded,6,Unknown,No,No,NA,"20584 SW Rosa Dr Beaverton, OR 97078-1032",-122.8899657,45.4794957
A+ Academy Aloha,17455 SW Farmington Rd Ste 25A,Aloha,OR,97007-3215,5036497200,Center,Regulated  Center (not HS),Certified,8,Unknown,No,No,NA,"17455 SW Farmington Rd Ste 25A Aloha, OR 97007-3215",-122.8569849,45.4810845
Heather's Little Darlings Daycare,3720 SW 93rd Ave,Portland,OR,97225-2817,3609095829,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,NA,"3720 SW 93rd Ave Portland, OR 97225-2817",-122.7719339,45.4928597
,18533 SW Deloris LN,Beaverton,OR,97007,5033512701,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,NA,"18533 SW Deloris LN Beaverton, OR 97007",-122.8680076,45.4741635
,450 S Alpine St,Cornelius,OR,97113-7903,9712054424,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,NA,"450 S Alpine St Cornelius, OR 97113-7903",-123.0659479,45.5193916
,197 NW 9th Ct,Hillsboro,OR,97124-3743,5037503142,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,NA,"197 NW 9th Ct Hillsboro, OR 97124-3743",-122.999515,45.523769
,4200 SW 165th Ave,Beaverton,OR,97078-1932,9712225048,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"4200 SW 165th Ave Beaverton, OR 97078-1932",-122.8465324,45.4895369
Ayesha Rasa,4318 SW Vino Pl,Beaverton,OR,97078-1999,5039947448,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"4318 SW Vino Pl Beaverton, OR 97078-1999",-122.8502454,45.4886674
Nada A Aljazzar,1255 SW 163rd Ave Apt 102,Beaverton,OR,97006-6804,5035739019,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"1255 SW 163rd Ave Apt 102 Beaverton, OR 97006-6804",-122.844685,45.51088319999999
,14790 SW Hart Rd,Beaverton,OR,97007-5947,9712228892,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"14790 SW Hart Rd Beaverton, OR 97007-5947",-122.828405,45.4654186
Zainab A Moualla,1365 SW 163rd Ave Apt 102,Beaverton,OR,97006-6811,9714076582,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"1365 SW 163rd Ave Apt 102 Beaverton, OR 97006-6811",-122.8449422,45.5099882
Star Bilingual Daycare,14776 SW Huntwood Ct,Portland,OR,97224-1298,9097141907,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"14776 SW Huntwood Ct Portland, OR 97224-1298",-122.8289724,45.405258
,14983 NW Rossetta St,Portland,OR,97229-6916,9717246086,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,NA,"14983 NW Rossetta St Portland, OR 97229-6916",-122.8311229,45.5701249
Amy's Daycare/Preschool,11445 SW Fairhaven St,Tigard,OR,97223,5037181764,Certified,Regulated Family Child Care Home,Certified,9,Unknown,No,No,NA,"11445 SW Fairhaven St Tigard, OR 97223",-122.7946411,45.4220087
,425 Sunset Blvd,Saint Helens,OR,97051-1135,5039356629,Family,Regulated Family Child Care Home,Register,9,Unknown,No,No,NA,"425 Sunset Blvd Saint Helens, OR 97051-1135",-122.828293,45.8641424
Kinder Prep Private Preschool,1170 SW 170th Ave Ste 100,Beaverton,OR,97006,5036405368,Center,Exempt Center,Recorded,10,Unknown,No,No,NA,"1170 SW 170th Ave Ste 100 Beaverton, OR 97006",-122.8509852,45.5113889
Cherry Tree Preschool,704 SE 67th Ave,Hillsboro,OR,97123-6201,9712219461,Center,Exempt Center,Recorded,10,Unknown,No,No,NA,"704 SE 67th Ave Hillsboro, OR 97123-6201",-122.9113092,45.5146414
Lucky Ducks Preschool,22007 SW Scholls Sherwood Rd,Sherwood,OR,97140-8730,9712233884,Center,Exempt Center,Recorded,10,Unknown,No,No,NA,"22007 SW Scholls Sherwood Rd Sherwood, OR 97140-8730",-122.9054273,45.3965488
Eduplin Spanish Christian School,9920 NW Cornell Rd,Portland,OR,97229-5243,5032919182,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"9920 NW Cornell Rd Portland, OR 97229-5243",-122.7788713,45.5269337
Japanese Grace Bible Church,11375 SW Walker Rd,Portland,OR,97225-4463,5035201140,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"11375 SW Walker Rd Portland, OR 97225-4463",-122.7940677,45.4999771
Meagan Swenson,7540 SW Becky Ct,Beaverton,OR,97007-7602,4088275187,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"7540 SW Becky Ct Beaverton, OR 97007-7602",-122.8686361,45.4654201
Storywood Learning Center LLC,16001 NW Emily Ln,Beaverton,OR,97006-7653,9712389325,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"16001 NW Emily Ln Beaverton, OR 97006-7653",-122.8423864,45.5375706
Mind and Minds Play and Skills Center,31300 NW Hornecker Rd,Hillsboro,OR,97124,5037010353,Center,Exempt Center,Recorded,12,Unknown,No,No,NA,"31300 NW Hornecker Rd Hillsboro, OR 97124",-122.9992336,45.5398124
Children's Creative Imaginations,23737 SW Pinecone Ave,Sherwood,OR,97140,5037070319,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,NA,"23737 SW Pinecone Ave Sherwood, OR 97140",-122.8482678,45.3481097
Mt Olive Lutheran Preschool,2327 17th Ave,Forest Grove,OR,97116,5033572511,Center,Exempt Center,Recorded,14,Unknown,No,No,NA,"2327 17th Ave Forest Grove, OR 97116",-123.1050315,45.5158818
"Westside Dance Academy, Inc.",11632 SW Pacific Hwy,Tigard,OR,97223-8668,5036395388,Center,Exempt Center,Recorded,14,Unknown,No,No,NA,"11632 SW Pacific Hwy Tigard, OR 97223-8668",-122.7537759,45.4376043
Milly & Friends Childcare 2,22276 SW Washington St,Sherwood,OR,97140,5038080186,Certified,Regulated Family Child Care Home,Certified,14,Unknown,No,No,NA,"22276 SW Washington St Sherwood, OR 97140",-122.843209,45.35786
Forest Hills Lutheran Christian School,4221 SW Golf Course Rd,Cornelius,OR,97113-6017,5033594853,Center,Exempt Center,Recorded,15,Unknown,No,No,NA,"4221 SW Golf Course Rd Cornelius, OR 97113-6017",-123.0518158,45.490488
Mind and Minds Play and Skills Center,31300 NW Hornecker Rd,Hillsboro,OR,97124-2015,5037010353,Center,Exempt Center,Recorded,15,Unknown,No,No,NA,"31300 NW Hornecker Rd Hillsboro, OR 97124-2015",-122.9992336,45.5398124
Columbia County Christian School,56523 Columbia River Highway,Warren,OR,97053-9401,5033669209,Center,Exempt Center,Recorded,15,Unknown,No,No,NA,"56523 Columbia River Highway Warren, OR 97053-9401",-122.853293,45.815886
Ashcreek Parent Cooperative Playschool,15050 SW Weir Rd,Beaverton,OR,97007-6108,5039397007,Center,Exempt Center,Recorded,16,Unknown,No,No,NA,"15050 SW Weir Rd Beaverton, OR 97007-6108",-122.8309702,45.4470682
Kinone Space,6670 SW 89th Pl,Portland,OR,97223,6199405635,Center,Exempt Center,Recorded,16,Unknown,No,No,NA,"6670 SW 89th Pl Portland, OR 97223",-122.7685655,45.4710559
Meagan Swenson,7540 SW Becky Ct,Beaverton,OR,97007-7602,4088275187,Center,Exempt Center,Recorded,16,Unknown,No,No,NA,"7540 SW Becky Ct Beaverton, OR 97007-7602",-122.8686361,45.4654201
