Facility Name,Address,City,State,Zip Code,Phone Number,Facility Type,Type of Care,Regulation Status,Capacity,Serves DHS Children,Head Start,Relief Nursery,QRIS Stars
Bull Mountain Montessori School,11511 SW Bull Mountain Rd,Tigard,OR,97224,5035989037,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,.
,2388 SE Washington Ct,Hillsboro,OR,97123,5038461401,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
Sassy Sprouts Childcare,18235 SW Jaylee St,Aloha,OR,97078,5036493608,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,.
Gaarde Christian Day Care,11265 SW Gaarde St,Tigard,OR,97224,5036395336,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,.
Suzies Spot,35014 Stag Ct,Saint Helens,OR,97051,5033972621,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Kindercare - Tualatin,8140 SW Warm Springs St,Tualatin,OR,97062,5036924835,Center,Regulated  Center (not HS),Certified,120,Yes,No,No,.
Terri's Daycare,12245 SW 127th Ave,Tigard,OR,97223,5035908102,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Angelitos Child Care,1612 NE Arrington Rd,Hillsboro,OR,97124,5037070100,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,2
,17620 SW Declaration Way,Beaverton,OR,97006,5037473608,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
El Pilar School LLC,6805 SW Vermont St,Portland,OR,97223,5038929009,Center,Regulated  Center (not HS),Certified,35,Unknown,No,No,.
The Goddard School - B Building,4074 NW Saltzman Rd,Portland,OR,97229,5036179040,Center,Regulated  Center (not HS),Certified,90,Unknown,No,No,.
Early Learning Community at Pacific University,2020 Cedar St,Forest Grove,OR,97116,5033521481,Center,Regulated  Center (not HS),Certified,40,Unknown,No,No,2
Kids Campus - 4,9460 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,5032971661,Center,Regulated  Center (not HS),Certified,65,Yes,No,No,.
Jubug's Childcare & Playschool,16093 SW Baler Way,Sherwood,OR,97140,5038169260,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Just Like Home Daycare,41774 NW Oak Way,Banks,OR,97106-6061,5039449942,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,.
Learning Years Inc  - Jenkins,13050 SW Jenkins Rd,Beaverton,OR,97005,5036710550,Center,Regulated  Center (not HS),Certified,138,Yes,No,No,.
OCDC Jose Pedro Early Childhood Care and Education Center,1391 S Dogwood St,Cornelius,OR,97113,5033590649,Center,Regulated  Center (not HS),Certified,172,Unknown,No,No,5
Heaven Sent Childcare B,7279 NE Shaleen St,Hillsboro,OR,97124,5037575764,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,.
,17356 SW Minnie Ct,Beaverton,OR,97007,5035918973,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
YMCA - Quatama,6905 NE Campus Way,Hillsboro,OR,97124,5035721644,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,3
Gloria's Child Care,13625 SW 21st St,Beaverton,OR,97008,5036411327,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
,41810 NW Buckshire Street,Banks,OR,,5033244419,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Childs Play,835 SW 171st Ave,Beaverton,OR,97006-4938,5033477314,Certified,Regulated Family Child Care Home,Certified,11,Yes,No,No,.
Cubs Corner,2375 Gable Rd,Saint Helens,OR,97051,5033667419,Center,Regulated  Center (not HS),Certified,36,Yes,No,No,5
OCDC Linden Early Childhood Care and Education Center,830 S Linden St,Cornelius,OR,97113,5033595957,Center,Head Start/Early HS,Certified,60,Unknown,Yes,No,5
Valley Catholic Early Learning School,4450 SW Saint Marys Dr,Beaverton,OR,97078,5037186490,Center,Regulated  Center (not HS),Certified,149,Unknown,No,No,3
Little Tikes Daycare,2619 Heather Way,Forest Grove,OR,97116,5033575985,Certified,Regulated Family Child Care Home,Certified,12,Yes,No,No,2
KCE Champions - Archer Glen,16155 SW Sunset Blvd,Sherwood,OR,97140,5038255134,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,.
Gentog LLC,11535 SW Durham Rd Ste C5,Tigard,OR,97224,5036392600,Center,Regulated  Center (not HS),Certified,40,Yes,No,No,.
,730 SW 166th Ave,Beaverton,OR,97006,5036459613,Family,Regulated Family Child Care Home,Register,4,Unknown,No,No,.
Ronda's Daycare,18286 SW Saddlebrook Ct,Aloha,OR,97003-3756,5036420916,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
A Child's Dream,20599 SW Lido Court,Aloha,OR,,5036195633,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Shannon Gaston's Childcare,15716 SW Pete Drive,Beaverton,OR,,9713449219,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Montessori Preschool Childcare,2829 13th Pl,Forest Grove,OR,97116,5039921441,Certified,Regulated Family Child Care Home,Certified,13,Yes,No,No,2
Small World Learning Center III,16300 SW Hart Rd Ste R,Beaverton,OR,97007,5033560662,Center,Regulated  Center (not HS),Certified,76,Yes,No,No,.
Casa Adriana,3365 SW 178th Ave,Beaverton,OR,97003-4437,5034305687,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
Mandair Day Care,16960 SW Blanton Street,Aloha,OR,,5039891202,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Learningville Christian Bilingual Preschool/Childcare,2245 SW Briggs Rd,Beaverton,OR,97005-1124,5032681126,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,3
,9985 SW Serena Way,Tigard,OR,97224,5036390361,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,8439 SW Hayden Dr,Beaverton,OR,97007,5032599517,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
KinderCare - Hall Boulevard 1243,11533 SW Hall Blvd,Tigard,OR,97223,5036398530,Center,Regulated  Center (not HS),Certified,122,Yes,No,No,2
Sunbeams Day Care,19545 SW Blanton St,Aloha,OR,97007,5032681485,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,3
Kids Klubhouse,7323 SW Barnes Rd,Portland,OR,97225,5032971400,Center,Regulated  Center (not HS),Certified,23,Yes,No,No,.
Miller Education Center,440 SE Oak St,Hillsboro,OR,97123,5038441680,Center,Regulated  Center (not HS),Certified,12,Unknown,No,No,3
Hillsboro 0-5 Child Development Center,1001 SW Baseline St,Hillsboro,OR,97123,5036933296,Center,Head Start/Early HS,Certified,60,Yes,Yes,No,5
Ruby Childcare,1537 SW 218th Ter,Beaverton,OR,97003-7094,5036494680,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
Blue Frogs Jump LLC Preschool,10207 NW Alpenglow Way,Portland,OR,97229-6267,5039253919,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,5
,972 SW 175th Ter,Beaverton,OR,97006,5034390188,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,12450 SW Fischer Rd Unit 273,Tigard,OR,97224,5036466085,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Las Burbujitas Child Care,5370 SW Lombard Ave,Beaverton,OR,97005,5033500768,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,5
Kids Campus II,12985 SW Grant St,Tigard,OR,97223,5036394990,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,.
Club K After School Zone @ Terra Linda,1998 NW 143rd Ave,Portland,OR,97229-4304,5036439059,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,.
KinderCare - Baseline 1098,18685 SW Baseline Rd,Aloha,OR,97006,5036458244,Center,Regulated  Center (not HS),Certified,110,Yes,No,No,2
,7282 NE Shaleen St,Hillsboro,OR,97124,5037184649,Family,Regulated Family Child Care Home,Register,3,Unknown,No,No,.
Vermont Hills - Banks Elementary,42350 NW Trellis Way,Banks,OR,97106-6052,5032904853,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
,566 SE 7th Ave,Hillsboro,OR,97123,5036931885,Family,Regulated Family Child Care Home,Register,9,Yes,No,No,.
YMCA - Forest Grove High School,1401 Nichols Ln,Forest Grove,OR,97116-3207,5033598137,Center,Regulated  Center (not HS),Certified,8,Unknown,No,No,.
Sunnyside Daycare & Learning Center LLC,305 W 3rd St,Rainier,OR,97048,5035562435,Center,Regulated  Center (not HS),Certified,39,Yes,No,No,2
Little Followers Preschool,13018 SW 153rd Terr,Tigard,OR,97223-0639,5416062050,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,4
Quale Family Daycare,4495 NW Quinault Ct,Portland,OR,97229,5036457689,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Tuality Learning Tree,165 SE 9th Ave,Hillsboro,OR,97123,5035478600,Center,Regulated  Center (not HS),Certified,106,Yes,No,No,2
,6630 SW 171st Ave,Beaverton,OR,97007-5302,5033307102,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Metro Gymnastics Center-Magic Years,18084 SW Lower Boones Ferry Rd,Tigard,OR,97224,5036208939,Center,Regulated  Center (not HS),Certified,39,Unknown,No,No,.
Little Hands Learning Center LLC,14361 SW Pacific Hwy,Tigard,OR,97224-3647,5036030593,Center,Regulated  Center (not HS),Certified,80,Yes,No,No,.
Miss Jenny's Daycare,2715 Columbia Blvd,Saint Helens,OR,97051-2705,5033695558,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,3
Little Darlings,11775 SW Timberline Dr,Beaverton,OR,97008,5039970976,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,2
,18511 SW Tara Meadows Ct,Beaverton,OR,97078-3808,9712552720,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
Cherri Blossom Day Care,115 McBride St,Saint Helens,OR,97051,5032613690,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
Oregon Hope Chinese School Mandarin Kids,4010 NW Kaiser Rd,Portland,OR,97229-2209,9712267240,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,.
,3950 SW 208th Ct,Aloha,OR,97007,5036495471,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,2
Tunes Child Care,17521 SW Sarala St,Beaverton,OR,97007,5038482057,Family,Regulated Family Child Care Home,Register,5,Unknown,No,No,.
Smockville Montessori,22444 SW Oak St,Sherwood,OR,97140,5036251610,Center,Regulated  Center (not HS),Certified,25,Unknown,No,No,.
Mrs Fields Place & Preschool,504 McBride St,Saint Helens,OR,97051-2829,5033962167,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,2
Kids Incorporated Learning Center 1,18425 NW Walker Rd,Beaverton,OR,97006,5036455437,Center,Regulated  Center (not HS),Certified,121,Yes,No,No,2
Lyda Child Care and Preschool,15904 SW Hampshire Ter,Tigard,OR,97224-1920,5038070410,Certified,Regulated Family Child Care Home,Certified,9,Yes,No,No,.
Lisa R Tucker Daycare,3332 SE Rood Bridge Road,Hillsboro,OR,,5034307003,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
,23707 SW Sanders Ter,Sherwood,OR,97140,5038251264,Family,Regulated Family Child Care Home,Register,8,Unknown,No,No,.
"Creekside Junior Academy, LLC",2696 Columbia Blvd,Saint Helens,OR,97051,5033975900,Center,Exempt Center,Recorded,15,Unknown,No,No,.
YMCA - Templeton,9500 SW Murdock St,Tigard,OR,97224,5038491782,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,2
Sunshine Montessori Preschool & Child Care Center,4845 SW Murray Blvd,Beaverton,OR,97005,5036441466,Center,Regulated  Center (not HS),Certified,110,Yes,No,No,2
Child Care by Kim,2305 SW Cedar Hills Blvd,Portland,OR,97225,5035269139,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,.
Little Stars Montessori at Fantastic Umbrella Factory,3258 NW 185th Ave,Portland,OR,97229,5035317930,Center,Regulated  Center (not HS),Certified,90,Unknown,No,No,.
,16805 SW Springwater Ln,Beaverton,OR,97006-8900,5036456010,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Kalico Kiddies Preschool & Daycare,18155 SW Moore St,Beaverton,OR,97003,5036422363,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Tina's Tots Daycare,224 NE Hyde Cir,Hillsboro,OR,97123,5033725841,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
,2186 SE Meadowlark Dr,Hillsboro,OR,97123-5111,5032016053,Family,Regulated Family Child Care Home,Register,3,Yes,No,No,.
Safe Haven Child Care Hillsboro,2706 SE Spruce St,Hillsboro,OR,97123-7260,5038461143,Certified,Regulated Family Child Care Home,Certified,16,Yes,No,No,.
Busy Bee Daycare,718 SW 215th Ave,Aloha,OR,97006-7097,5033361250,Certified,Regulated Family Child Care Home,Certified,12,Unknown,No,No,.
Nana's Place Childcare,6975 SW Merry Lane,Beaverton,OR,,5033484898,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Little Ants Child Care Inc,13620 SW Beef Bend Rd Unit 9,King City,OR,97224-1687,5035949301,Family,Regulated Family Child Care Home,Register,5,Yes,No,No,2
,252 SW Marsuda Terrace,Beaverton,OR,,5034420844,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Adventurous Minds childcare LLC (House 1),9446 SW Morrison St,Portland,OR,97225,5032977248,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
Funtastic Child Care,10110 SW Park Way,Portland,OR,97225-5008,5034447721,Center,Regulated  Center (not HS),Certified,89,Yes,No,No,.
Play and Learn Daycare,1419 S Alpine St,Cornelius,OR,97113-7401,5032987303,Certified,Regulated Family Child Care Home,Certified,10,Yes,No,No,2
,15968 SW Gilmore Court,Beaverton,OR,,5103748151,Family,Exempt Family Child Care Home,Exempt,3,Unknown,No,No,.
Community Action Head Start - Witch Hazel Elementary School,4950 SE Davis Rd,Hillsboro,OR,97123,5035727194,Center,Head Start/Early HS,Certified,20,Unknown,Yes,No,5
Susana Calderon de Herrejon,5895 SW 209th Ave,Beaverton,OR,97007,5037467674,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Beltran's Day Care,985 N Davis St,Cornelius,OR,97113-9102,5035023199,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Westside Montessori International,1870 NW 188th Ave,Beaverton,OR,97006-6485,9717278496,Center,Regulated  Center (not HS),Certified,71,Unknown,No,No,.
Little Tots Cre-8-Tire Spot LLC,10255 SW Fulton Dr,Tualatin,OR,97062-7102,5035043775,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Once Upon A Time Child Development Program,17415 SW Arborcrest Way,Beaverton,OR,97006,5032599071,Certified,Regulated Family Child Care Home,Certified,7,Unknown,No,No,2
Elizabeth Macias Salazar,14150 SW Allen Blvd Apt 53,Beaverton,OR,97005,5035192015,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Tiny Turtles Child Care,17125 SW Houston Ct,Sherwood,OR,97140,5037346570,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Club K After School Zone @ Mary Woodward,12325 SW Katherine St,Tigard,OR,97223-3154,5035836446,Center,Regulated  Center (not HS),Certified,60,Unknown,No,No,2
Roots and Wings Montessori,2130 NE Griffin Oaks St,Hillsboro,OR,97124-2093,5038099121,Center,Regulated  Center (not HS),Certified,54,Unknown,No,No,2
First Steps Bilingual Childcare # 1,205 SW 138th Ave,Beaverton,OR,97006-5828,5038208919,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,.
Bety's Child Care,20195 SW Veta St,Aloha,OR,97003-2062,5033320289,Family,Regulated Family Child Care Home,Register,7,Unknown,No,No,.
Stepping Stones Academy,17970 SW Jay St,Beaverton,OR,97003,5036424841,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,2
Foundations Child Care,17381 SW Roosevelt St,Sherwood,OR,97140,9715336377,Family,Regulated Family Child Care Home,Register,6,Unknown,No,No,.
Peake Academy at PLAY Boutique,12345 SW Horizon Blvd,Beaverton,OR,97007,5033525202,Center,Regulated  Center (not HS),Certified,83,Unknown,No,No,.
Learning Through Fun - Early Education Program LLC,16551 SW 10th St,Sherwood,OR,97140,9712193578,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,.
Laura Salazar,280 SE 12th Ave Apt C703,Hillsboro,OR,97123,5036482516,Family,Regulated Family Child Care Home,Register,8,Yes,No,No,2
Daycare by Sarah,16745 SW Travis Ct,Sherwood,OR,97140,9713408916,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,.
Margo's Daycare and Preschool Two,1535 SW 196th Ave,Beaverton,OR,97006-2563,5038482097,Certified,Regulated Family Child Care Home,Certified,15,Unknown,No,No,.
Heaven Sent Childcare C,6686 SE Wrenfield St,Hillsboro,OR,97123,5419449079,Certified,Regulated Family Child Care Home,Certified,16,Unknown,No,No,.
Kidz Academy,1055 NE 25th AVE,Hillsboro,OR,97124,5036406451,Center,Regulated  Center (not HS),Certified,73,Yes,No,No,.
Cedar Hills Explorers and Friends,11400 SW Terra Linda St,Beaverton,OR,97005-1531,5419211320,Certified,Regulated Family Child Care Home,Certified,10,Unknown,No,No,.
Mustard Seed Preschool,18555 NW Rock Creek Blvd,Portland,OR,97229,5036459248,Center,Exempt Center,Recorded,60,Unknown,No,No,.
Humble Pie Company,440 S 2nd St,Saint Helens,OR,97051-2608,5034380363,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,2
Sevin's Daycare,13260 SW Howard Dr,Tigard,OR,97223,5033073778,Certified,Regulated Family Child Care Home,Certified,15,Yes,No,No,.
,1082 NW Briarcreek Way Apt 214,Beaverton,OR,97006,5034430649,Family,Regulated Family Child Care Home,Register,10,Yes,No,No,.
Mundo De Colores,1156 SW Tobias Way,Aloha,OR,97003-6529,5033829143,Family,Regulated Family Child Care Home,Register,10,Unknown,No,No,.
Our Redeemer Preschool & Kindergarten,13401 SW Benish St,Tigard,OR,97223-4710,5035246646,Center,Regulated  Center (not HS),Certified,16,Unknown,No,No,.
Rayito De Sol,9815 SW Lookout Ter Apt A,Beaverton,OR,97008,5039602814,Family,Regulated Family Child Care Home,Register,6,Yes,No,No,.
Vermont Hills - Montclair,7520 SW Vermont St,Portland,OR,97223-7574,5034528633,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,2
Little Monkeys Daycare LLC,2516 B St,Forest Grove,OR,97116,5038531087,Center,Regulated  Center (not HS),Certified,45,Yes,No,No,.
Amiguitos Westside,11675 SW Butner RD,Portland,OR,97225,5035962661,Center,Regulated  Center (not HS),Certified,42,Unknown,No,No,.
Goodtime Chinese School,15285 NW Central DR Ste 201,Portland,OR,97229,5032773899,Center,Regulated  Center (not HS),Certified,113,Unknown,No,No,.
Catlin Gabel School Beginning School & ASC,8825 SW Barnes Rd,Portland,OR,97225,5032971894,Center,Regulated  Center (not HS),Certified,150,Unknown,No,No,.
Carden Cascade Academy,770 NE Rogahn St,Hillsboro,OR,97124,5038447766,Center,Regulated  Center (not HS),Certified,40,Unknown,No,No,.
Holy Trinity Catholic School,13755 SW Walker Rd,Beaverton,OR,97005-1017,5036445748,Center,Regulated  Center (not HS),Certified,70,Unknown,No,No,.
Forest Hills Lutheran Christian School,4221 SW Golf Course Rd,Cornelius,OR,97113-6017,5033594853,Center,Regulated  Center (not HS),Certified,25,Unknown,No,No,.
Little Monkeys Daycare - Joseph Gale,3130 18th Ave,Forest Grove,OR,97116-2646,5038531087,Center,Regulated  Center (not HS),Certified,45,Unknown,No,No,.
Prince of Peace Child Care Center,14175 NW Cornell Rd,Portland,OR,97229,5036451211,Center,Regulated  Center (not HS),Certified,30,Unknown,No,No,.
OCDC Enterprise Early Childhood Care and Education Center,1675 SE Enterprise Cir,Hillsboro,OR,97123-5064,5032131191,Center,Head Start/Early HS,Certified,260,Unknown,Yes,No,5
